Google Maps;Latitude;Longitude;Nama;Keterangan
https://www.google.com/maps/place/Terminal+Bekasi+Kota/data=!4m7!3m6!1s0x2e698e71b07c0d71:0xada8ffd60278e39d!8m2!3d-6.2494692!4d107.0134358!16s%2Fg%2F1tp68v8y!19sChIJcQ18sHGOaS4RneN4Atb_qK0?authuser=0&hl=id&rclk=1;-6,2382699;106,9755726;Terminal Bekasi Kota;Terminal
https://www.google.com/maps/place/Terminal+Bayangan+Jatibening/data=!4m7!3m6!1s0x2e698d57606a5889:0xc88f238c244d9ed!8m2!3d-6.2576975!4d106.941614!16s%2Fg%2F11sfscr_7s!19sChIJiVhqYFeNaS4R7dlEwjjyiAw?authuser=0&hl=id&rclk=1;-6,2576975;106,941614;Terminal Bayangan Jatibening;Terminal
